region;spp_name;latin_name;rfmo;rfmo_stock_id;x3a_code;worms_aphia_id;fides_area;area;area_bis;tac_area_description;comments;latin_name_join;area_rdb;include_in_table_2.1;comments_dev;area_rdbes
North-East Atlantic;Cuckoo ray;Leucoraja naevus;ICES;NA;RJN;105876;67AKXD;6, 7, 8ab;27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B;;FIDES match;Leucoraja naevus;27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.2,27.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.2,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.2,27.7.k,27.7.k.1,27.7.k.2,27.8.a,27.8.b;yes;;27.6,27.6.a,27.6.b,27.6.b.1,27.6.b.2,27.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.2,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.2,27.7.k,27.7.k.1,27.7.k.2,27.8.a,27.8.b
North-East Atlantic;Cuckoo ray;Leucoraja naevus;ICES;NA;RJN;105876;89-C.;8c;27_8_C;;FIDES match but difference with area;Leucoraja naevus;27.8.c;yes;;27.8.c
North-East Atlantic;Cuckoo ray;Leucoraja naevus;ICES;NA;RJN;105876;89-C.;9a;27_9_A;;FIDES match but difference with area;Leucoraja naevus;27.9.a;yes;;27.9.a
North-East Atlantic;Dab;Limanda limanda;ICES;NA;DAB;127139;NoTAC;7a, 7f-h;27_7_A,27_7_F,27_7_G,27_7_H;;;Limanda limanda;27.7.a,27.7.f,27.7.g,27.7.h;yes;;27.7.a,27.7.f,27.7.g,27.7.h
North-East Atlantic;Dab;Limanda limanda;ICES;NA;DAB;127139;NoTAC;7e;27_7_E;;;Limanda limanda;27.7.e;yes;;27.7.e
North-East Atlantic;Common squid;Loligo vulgaris;ICES;NA;SQR;140271;NoTAC;All areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_C,27_8_D,27_8_E,27_9_A,27_9_B,27_10,27_12,27_14;;;Loligo vulgaris;27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b,27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.2,27.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.2,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.2,27.7.k,27.7.k.1,27.7.k.2,27.8.a,27.8.b,27.8.c,27.8.d,27.8.d.1,27.8.d.2,27.8.e,27.8.e.1,27.8.e.2,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2,27.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.4,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2;yes;;27.5,27.5.a,27.5.a.1,27.5.a.2,27.5.b,27.5.b.1,27.5.b.1.a,27.5.b.1.b,27.5.b.2,27.6,27.6.a,27.6.b,27.6.b.1,27.6.b.2,27.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.2,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.2,27.7.k,27.7.k.1,27.7.k.2,27.8.a,27.8.b,27.8.c,27.8.d,27.8.d.1,27.8.d.2,27.8.e,27.8.e.1,27.8.e.2,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.a.1,27.10.a.2,27.10.b,27.12,27.12.a,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.4,27.12.b,27.12.c,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2
North-East Atlantic;Black-bellied angler;Lophius budegassa;ICES;NA;ANK;126554;NoTAC;6;27_6;;;Lophius budegassa;27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.2;yes;;27.6,27.6.a,27.6.b,27.6.b.1,27.6.b.2
North-East Atlantic;Black-bellied angler;Lophius budegassa;ICES;NA;ANK;126554;07.,8ABDE;7, 8abd;27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_D;;FIDES match;Lophius budegassa;27.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.2,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.2,27.7.k,27.7.k.1,27.7.k.2,27.8.a,27.8.b,27.8.d,27.8.d.1,27.8.d.2;yes;;27.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.2,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.2,27.7.k,27.7.k.1,27.7.k.2,27.8.a,27.8.b,27.8.d,27.8.d.1,27.8.d.2
North-East Atlantic;Black-bellied angler;Lophius budegassa;ICES;NA;ANK;126554;8C3411;8c, 9a;27_8_C,27_9_A;;FIDES match (area <);Lophius budegassa;27.8.c,27.9.a;yes;;27.8.c,27.9.a
North-East Atlantic;Anglerfish;Lophius piscatorius;ICES;NA;MON;126555;NoTAC;6;27_6;;;Lophius piscatorius;27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.2;yes;;27.6,27.6.a,27.6.b,27.6.b.1,27.6.b.2
North-East Atlantic;Anglerfish;Lophius piscatorius;ICES;NA;MON;126555;NoTAC;5b, 12, 14;27_5_B,27_12,27_14;;;Lophius piscatorius;27.5.b,27.5.b.1,27.5.b.2,27.5.b.1.a,27.5.b.1.b,27.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.4,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2;yes;;27.5.b,27.5.b.1,27.5.b.1.a,27.5.b.1.b,27.5.b.2,27.12,27.12.a,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.4,27.12.b,27.12.c,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2
North-East Atlantic;Anglerfish;Lophius spp.;ICES;NA;MON, ANK, ANG, MVA, MVO, MVJ, MVN, MNZ;195001000101, 195001000102, 195001000103, 195001000105, 195001000106, 195001000107, 195001000108;56-14;5b, 6, 12, 14;27_5_B,27_6,27_12,27_14;;Extra row with MNZ standing for Lophius spp. and FIDES code standing for lophiidae;Lophius piscatorius,Lophius budegassa,Lophius americanus,Lophius vaillanti,Lophius vomerinus,Lophius gastrophysus,Lophius litulon,Lophius,Lophius spp;27.5.b,27.5.b.1,27.5.b.2,27.5.b.1.a,27.5.b.1.b,27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.2,27.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.4,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2;yes;;27.5.b,27.5.b.1,27.5.b.1.a,27.5.b.1.b,27.5.b.2,27.6,27.6.a,27.6.b,27.6.b.1,27.6.b.2,27.12,27.12.a,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.4,27.12.b,27.12.c,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2
North-East Atlantic;Anglerfish;Lophius piscatorius;ICES;NA;MON;126555;NoTAC;7, 8abd;27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_D;;FIDES match;Lophius piscatorius;27.7.b,27.7.c,27.7.c.1,27.7.c.2,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.2,27.7.k,27.7.k.1,27.7.k.2,27.8.a,27.8.b,27.8.d,27.8.d.1,27.8.d.2;yes;;27.7.b,27.7.c,27.7.c.1,27.7.c.2,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.2,27.7.k,27.7.k.1,27.7.k.2,27.8.a,27.8.b,27.8.d,27.8.d.1,27.8.d.2
North-East Atlantic;Anglerfish;Lophius spp.;ICES;NA;MON, ANK, ANG, MVA, MVO, MVJ, MVN, MNZ;195001000101, 195001000102, 195001000103, 195001000105, 195001000106, 195001000107, 195001000108;07.,8ABDE;7, 8abde;27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8_A,27_8_B,27_8_D,27_8_E;;Extra row with MNZ standing for Lophius spp. and FIDES code standing for lophiidae;Lophius piscatorius,Lophius budegassa,Lophius americanus,Lophius vaillanti,Lophius vomerinus,Lophius gastrophysus,Lophius litulon,Lophius,Lophius spp;27.7.b,27.7.c,27.7.c.1,27.7.c.2,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.2,27.7.k,27.7.k.1,27.7.k.2,27.8.a,27.8.b,27.8.d,27.8.d.1,27.8.d.2,27.8.e,27.8.e.1,27.8.e.2;yes;;27.7.b,27.7.c,27.7.c.1,27.7.c.2,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.2,27.7.k,27.7.k.1,27.7.k.2,27.8.a,27.8.b,27.8.d,27.8.d.1,27.8.d.2,27.8.e,27.8.e.1,27.8.e.2
North-East Atlantic;Anglerfish;Lophius piscatorius;ICES;NA;MON;126555;NoTAC;8c, 9a;27_8_C,27_9_A;;;Lophius piscatorius;27.8.c,27.9.a;yes;;27.8.c,27.9.a
North-East Atlantic;Anglerfish;Lophius spp.;ICES;NA;MON, ANK, ANG, MVA, MVO, MVJ, MVN, MNZ;195001000101, 195001000102, 195001000103, 195001000105, 195001000106, 195001000107, 195001000108;8C3411;8c, 9a;27_8_C,27_9_A;;Extra row with MNZ standing for Lophius spp. and FIDES code standing for lophiidae;Lophius piscatorius,Lophius budegassa,Lophius americanus,Lophius vaillanti,Lophius vomerinus,Lophius gastrophysus,Lophius litulon,Lophius,Lophius spp;27.8.c,27.9.a;yes;;27.8.c,27.9.a
North-East Atlantic;Roughhead grenadier;Macrourus berglax;ICES;NA;RHG;126472;514GRN;8, 9, 10, 12, 14;27_8,27_9,27_10,27_12,27_14;;FIDES match;Macrourus berglax;27.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.2,27.9,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2,27.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.4,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2;yes;;27.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.d.1,27.8.d.2,27.8.e,27.8.e.1,27.8.e.2,27.9,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.a.1,27.10.a.2,27.10.b,27.12,27.12.a,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.4,27.12.b,27.12.c,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2
North-East Atlantic;Spider crab;Maja brachydactyla;ICES;NA;JDV;107347;NoTAC;5, 6, 7;27_5,27_6,27_7;;;Maja brachydactyla;27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b,27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.2,27.7,27.7.a,27.7.b,27.7.c,27.7.d,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.7.c.1,27.7.c.2,27.7.j.1,27.7.j.2,27.7.k.1,27.7.k.2;yes;;27.5,27.5.a,27.5.a.1,27.5.a.2,27.5.b,27.5.b.1,27.5.b.1.a,27.5.b.1.b,27.5.b.2,27.6,27.6.a,27.6.b,27.6.b.1,27.6.b.2,27.7,27.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.2,27.7.d,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.2,27.7.k,27.7.k.1,27.7.k.2
North-East Atlantic;Capelin;Mallotus villosus;ICES;NA;CAP;126735;514GRN;14;27_14;Greenland zone: V & XIV;FIDES match but difference with area;Mallotus villosus;27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2;yes;;27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2
North-East Atlantic;Haddock;Melanogrammus aeglefinus;ICES;NA;HAD;126437;5BC6A.;5b, 6a;27_5_B,27_6_A;Faroe zone: Vb);FIDES match;Melanogrammus aeglefinus;27.5.b,27.5.b.1,27.5.b.2,27.5.b.1.a,27.5.b.1.b,27.6.a,27.6.a.n,27.6.a.s;yes;;27.5.b,27.5.b.1,27.5.b.1.a,27.5.b.1.b,27.5.b.2,27.6.a
North-East Atlantic;Haddock;Melanogrammus aeglefinus;ICES;NA;HAD;126437;6B1214;6b, 12, 14;27_6_B,27_12,27_14;Ec and international waters of Vib),  XII and XIV;FIDES match;Melanogrammus aeglefinus;27.6.b,27.6.b.1,27.6.b.2,27.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.4,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2;yes;;27.6.b,27.6.b.1,27.6.b.2,27.12,27.12.a,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.4,27.12.b,27.12.c,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2
North-East Atlantic;Haddock;Melanogrammus aeglefinus;ICES;NA;HAD;126437;07A.;7a;27_7_A;ICES division VIIa - Irish Sea;FIDES match;Melanogrammus aeglefinus;27.7.a;yes;;27.7.a
North-East Atlantic;Haddock;Melanogrammus aeglefinus;ICES;NA;HAD;126437;7X7A34;7b-k, 8, 9, 10;27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10;VIIbcdefghjk, VII, IX, X, EC waters of CECAF 34.1.1;FIDES match;Melanogrammus aeglefinus;27.7.b,27.7.c,27.7.c.1,27.7.c.2,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.2,27.7.k,27.7.k.1,27.7.k.2,27.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.2,27.9,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2;yes;;27.7.b,27.7.c,27.7.c.1,27.7.c.2,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.2,27.7.k,27.7.k.1,27.7.k.2,27.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.d.1,27.8.d.2,27.8.e,27.8.e.1,27.8.e.2,27.9,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.a.1,27.10.a.2,27.10.b
North-East Atlantic;Whiting;Merlangius merlangus;ICES;NA;WHG;126438;08.;8, 9, 10 ;27_8,27_9,27_10;;FIDES match but difference with area;Merlangius merlangus;27.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.2,27.9,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2;yes;;27.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.d.1,27.8.d.2,27.8.e,27.8.e.1,27.8.e.2,27.9,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.a.1,27.10.a.2,27.10.b
North-East Atlantic;Whiting;Merlangius merlangus;ICES;NA;WHG;126438;56-14;5b, 6, 12, 14;27_5_B,27_6,27_12,27_14;;FIDES match;Merlangius merlangus;27.5.b,27.5.b.1,27.5.b.2,27.5.b.1.a,27.5.b.1.b,27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.2,27.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.4,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2;yes;;27.5.b,27.5.b.1,27.5.b.1.a,27.5.b.1.b,27.5.b.2,27.6,27.6.a,27.6.b,27.6.b.1,27.6.b.2,27.12,27.12.a,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.4,27.12.b,27.12.c,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2
North-East Atlantic;Whiting;Merlangius merlangus;ICES;NA;WHG;126438;07A.;7a;27_7_A;;FIDES match;Merlangius merlangus;27.7.a;yes;area corrected by Kirsten;27.7.a
North-East Atlantic;Whiting;Merlangius merlangus;ICES;NA;WHG;126438;7X7A-C;7b-k;27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K;;FIDES match;Merlangius merlangus;27.7.b,27.7.c,27.7.c.1,27.7.c.2,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.2,27.7.k,27.7.k.1,27.7.k.2;yes;;27.7.b,27.7.c,27.7.c.1,27.7.c.2,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.2,27.7.k,27.7.k.1,27.7.k.2
North-East Atlantic;Hake;Merluccius merluccius;ICES;NA;HKE;126484;571214;5b, 6, 7, 12, 14;27_5_B,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_12,27_14;VIIIabde, Vb (1), Vi, VII, XII, XIV;FIDES match;Merluccius merluccius;27.5.b,27.5.b.1,27.5.b.2,27.5.b.1.a,27.5.b.1.b,27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.2,27.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.2,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.2,27.7.k,27.7.k.1,27.7.k.2,27.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.4,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2;yes;;27.5.b,27.5.b.1,27.5.b.1.a,27.5.b.1.b,27.5.b.2,27.6,27.6.a,27.6.b,27.6.b.1,27.6.b.2,27.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.2,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.2,27.7.k,27.7.k.1,27.7.k.2,27.12,27.12.a,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.4,27.12.b,27.12.c,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2
North-East Atlantic;Hake;Merluccius merluccius;ICES;NA;HKE;126484;8ABDE.;8abde;27_8_A,27_8_B,27_8_D,27_8_E;;FIDES match;Merluccius merluccius;27.8.a,27.8.b,27.8.d,27.8.d.1,27.8.d.2,27.8.e,27.8.e.1,27.8.e.2;yes;;27.8.a,27.8.b,27.8.d,27.8.d.1,27.8.d.2,27.8.e,27.8.e.1,27.8.e.2
North-East Atlantic;Hake;Merluccius merluccius;ICES;NA;HKE;126484;8C3411;8c, 9, 10;27_8_C,27_9,27_10;VIIIc), IX, X, COPACE 34.1.1 (1), internatina waters of XII and XIV;FIDES match;Merluccius merluccius;27.8.c,27.9,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2;yes;;27.8.c,27.9,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.a.1,27.10.a.2,27.10.b
North-East Atlantic;Wedge sole;Microchirus variegatus;ICES;NA;MKG;274304;NoTAC;All areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;;;Microchirus variegatus;27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b,27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.2,27.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.2,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.2,27.7.k,27.7.k.1,27.7.k.2,27.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.2,27.9,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2,27.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.4,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2;yes;;27.5,27.5.a,27.5.a.1,27.5.a.2,27.5.b,27.5.b.1,27.5.b.1.a,27.5.b.1.b,27.5.b.2,27.6,27.6.a,27.6.b,27.6.b.1,27.6.b.2,27.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.2,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.2,27.7.k,27.7.k.1,27.7.k.2,27.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.d.1,27.8.d.2,27.8.e,27.8.e.1,27.8.e.2,27.9,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.a.1,27.10.a.2,27.10.b,27.12,27.12.a,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.4,27.12.b,27.12.c,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2
North-East Atlantic;Blue whiting;Micromesistius poutassou;ICES;NA;WHB;126439;1X14;1-9, 12, 14;27_1,27_2,27_3,27_4,27_5,27_6,27_7,27_8,27_9,27_12,27_14;FIDES match;FIDES match;Micromesistius poutassou;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.b,27.2.a.2,27.2.b.2,27.2.a.1,27.2.b.1,27.3,27.3.c.22,27.3.b.23,27.3.d.24,27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28,27.3.d.29,27.3.d.30,27.3.d.31,27.3.d.32,27.3.a.20,27.3.a.21,27.3.a,27.3.b,27.3.c,27.3.d,27.3.d.28.1,27.3.d.28.2,27.4,27.4.a,27.4.b,27.4.c,27.4.a.w,27.4.a.e,27.4.b.e,27.4.b.w,27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b,27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.2,27.7,27.7.a,27.7.b,27.7.c,27.7.d,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.k,27.7.c.1,27.7.c.2,27.7.j.1,27.7.j.2,27.7.k.1,27.7.k.2,27.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.2,27.9,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.4,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2;yes;;27.1,27.1.a,27.1.b,27.2,27.2.a,27.2.a.1,27.2.a.2,27.2.b,27.2.b.1,27.2.b.2,27.3,27.3.a,27.3.a.20,27.3.a.21,27.3.b.23,27.3.bc,27.3.c.22,27.3.d,27.3.d.24,27.3.d.25,27.3.d.26,27.3.d.27,27.3.d.28,27.3.d.28.1,27.3.d.28.2,27.3.d.29,27.3.d.30,27.3.d.31,27.3.d.32,27.4,27.4.a,27.4.b,27.4.c,27.5,27.5.a,27.5.a.1,27.5.a.2,27.5.b,27.5.b.1,27.5.b.1.a,27.5.b.1.b,27.5.b.2,27.6,27.6.a,27.6.b,27.6.b.1,27.6.b.2,27.7,27.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.2,27.7.d,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.2,27.7.k,27.7.k.1,27.7.k.2,27.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.d.1,27.8.d.2,27.8.e,27.8.e.1,27.8.e.2,27.9,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.12,27.12.a,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.4,27.12.b,27.12.c,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2
North-East Atlantic;Lemon sole;Microstomus kitt;ICES;NA;LEM;127140;NoTAC;All areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;;;Microstomus kitt;27.5,27.5.a,27.5.b,27.5.b.1,27.5.b.2,27.5.a.1,27.5.a.2,27.5.b.1.a,27.5.b.1.b,27.6,27.6.a,27.6.b,27.6.a.n,27.6.a.s,27.6.b.1,27.6.b.2,27.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.2,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.2,27.7.k,27.7.k.1,27.7.k.2,27.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.e,27.8.d.1,27.8.d.2,27.8.e.1,27.8.e.2,27.9,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.b,27.10.b.1,27.10.b.2,27.10.a,27.10.a.1,27.10.a.2,27.12,27.12.a,27.12.b,27.12.c,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.4,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2;yes;;27.5,27.5.a,27.5.a.1,27.5.a.2,27.5.b,27.5.b.1,27.5.b.1.a,27.5.b.1.b,27.5.b.2,27.6,27.6.a,27.6.b,27.6.b.1,27.6.b.2,27.7.a,27.7.b,27.7.c,27.7.c.1,27.7.c.2,27.7.e,27.7.f,27.7.g,27.7.h,27.7.j,27.7.j.1,27.7.j.2,27.7.k,27.7.k.1,27.7.k.2,27.8,27.8.a,27.8.b,27.8.c,27.8.d,27.8.d.1,27.8.d.2,27.8.e,27.8.e.1,27.8.e.2,27.9,27.9.a,27.9.b,27.9.b.1,27.9.b.2,27.10,27.10.a,27.10.a.1,27.10.a.2,27.10.b,27.12,27.12.a,27.12.a.1,27.12.a.2,27.12.a.3,27.12.a.4,27.12.b,27.12.c,27.14,27.14.a,27.14.b,27.14.b.1,27.14.b.2
